email,nazov_obce,url_obce
"sekretariat@hostovice.sk","Hostovice","https://www.taxinearme.sk"
"hozelec.obec@gmail.com","Hozelec","https://www.taxinearme.sk"
"obec@hrabicov.sk","Hrabicov","https://www.taxinearme.sk"
"hrabkov@hrabkov.sk","Hrabkov","https://www.taxinearme.sk"
"labanicova@centrum.sk","Hrabovaroztoka","https://www.taxinearme.sk"
"info@hrabovcik.sk","Hrabovcik","https://www.taxinearme.sk"
"podatelna@obechrabovec.sk","Hrabovec","https://www.taxinearme.sk"
"obechrabovec@gmail.com","Hrabovecnadlaborcom","https://www.taxinearme.sk"
"obec.hrabovka@atlas.sk","Hrabovka","https://www.taxinearme.sk"
"obec.hrabske@centrum.sk","Hrabske","https://www.taxinearme.sk"
"obec@hrabusice.sk","Hrabusice","https://www.taxinearme.sk"
"obechradisko@gmail.com","Hradisko","https://www.taxinearme.sk"
"obec@hradiste.sk","Hradiste","https://www.taxinearme.sk"
"podatelna@obec-hradiste.sk","Hradiste Partizanske","https://www.taxinearme.sk"
"obec@hradistepodvratnom.sk","Hradistepodvratnom","https://www.taxinearme.sk"
"hradok@obechradok.sk","Hradok","https://www.taxinearme.sk"
"obecnyurad@hrachoviste.sk","Hrachoviste","https://www.taxinearme.sk"
"starosta@obechrachovo.sk","Hrachovo","https://www.taxinearme.sk"
"sekretariat@hran.sk","Hran","https://www.taxinearme.sk"
"miroslav.pokrivcak@hranicne.sk","Hranicne","https://www.taxinearme.sk"
"starosta@hranovnica.sk","Hranovnica","https://www.taxinearme.sk"
"obec.hrasne@gmail.com","Hrasne","https://www.taxinearme.sk"
"obechrasovik@netkosice.sk","Hrasovik","https://www.taxinearme.sk"
"ou.hrcel@trenet.sk","Hrcel","https://www.taxinearme.sk"
"hrhov@hrhov.sk","Hrhov","https://www.taxinearme.sk"
"starostahriadky@centrum.sk","Hriadky","https://www.taxinearme.sk"
"info@hricovskepodhradie.sk","Hricovskepodhradie","https://www.taxinearme.sk"
"mestskyurad@hrinova.sk","Hrinova","https://www.taxinearme.sk"
"hrisovce@hrisovce.sk","Hrisovce","https://www.taxinearme.sk"
"info@hrkovce.sk","Hrkovce","https://www.taxinearme.sk"
"obechrlica@centrum.sk","Hrlica","https://www.taxinearme.sk"
"sekretariat@hrnciarovce.sk","Hrnciarovcenadparnou","https://www.taxinearme.sk"
"hrnciarskaves@gmail.com","Hrnciarskaves","https://www.taxinearme.sk"
"ou@hrnciarskezaluzany.sk","Hrnciarskezaluzany","https://www.taxinearme.sk"
"hrochot@hrochot.sk","Hrochot","https://www.taxinearme.sk"
"sekretariat@hromos.sk","Hromos","https://www.taxinearme.sk"
"sekretariat@obechronec.sk","Hronec","https://www.taxinearme.sk"
"hronovce@nextra.sk","Hronovce","https://www.taxinearme.sk"
"obec@hronsek.sk","Hronsek","https://www.taxinearme.sk"
"obechb@gmail.com","Hronskabreznica","https://www.taxinearme.sk"
"info@hronskadubrava.sk","Hronskadubrava","https://www.taxinearme.sk"
"info@hronskeklacany.sk","Hronskeklacany","https://www.taxinearme.sk"
"info@hronskekosihy.sk","Hronskekosihy","https://www.taxinearme.sk"
"info@obechronskybenadik.sk","Hronskybenadik","https://www.taxinearme.sk"
"obec@hrubaborsa.eu","Hrubaborsa","https://www.taxinearme.sk"
"obechrubonovo@hrubonovo.sk","Hrubonovo","https://www.taxinearme.sk"
"ouhrubov@satlan.sk","Hrubov","https://www.taxinearme.sk"
"ocu@hruby-sur.sk","Hrubysur","https://www.taxinearme.sk"
"starosta@hrusov.sk","Hrusov","https://www.taxinearme.sk"
"info@obechrusov.sk","Hrusov Kosice","https://www.taxinearme.sk"
"hrusovany@hrusovany.sk","Hrusovany","https://www.taxinearme.sk"
"hrusovo.obec@azet.sk","Hrusovo","https://www.taxinearme.sk"
"ocuhrustin@orava.sk","Hrustin","https://www.taxinearme.sk"
"hubice@hubice.sk","Hubice","https://www.taxinearme.sk"
"hubina@hubina.sk","Hubina","https://www.taxinearme.sk"
"obec.hubosovce@slavconet.sk","Hubosovce","https://www.taxinearme.sk"
"urad@obechubova.sk","Hubova","https://www.taxinearme.sk"
"obec.hubovo@centrum.sk","Hubovo","https://www.taxinearme.sk"
"obechucin687@gmail.com","Hucin","https://www.taxinearme.sk"
"ou@hudcovce.sk","Hudcovce","https://www.taxinearme.sk"
"obechul@hul.sk","Hul","https://www.taxinearme.sk"
"msu@humenne.sk","Humenne","https://www.taxinearme.sk"
"huncovce@huncovce.sk","Huncovce","https://www.taxinearme.sk"
"hunkovce@centrum.sk","Hunkovce","https://www.taxinearme.sk"
"hurbanova.ves@zoznam.sk","Hurbanovaves","https://www.taxinearme.sk"
"mesto.hurbanovo@hurbanovo.sk","Hurbanovo","https://www.taxinearme.sk"
"obechusak@lekosonline.sk","Husak","https://www.taxinearme.sk"
"obechusina@gmail.com","Husina","https://www.taxinearme.sk"
"hutka@post.sk","Hutka","https://www.taxinearme.sk"
"obec@huty.sk","Huty","https://www.taxinearme.sk"
"obecny@hviezdoslavov.sk","Hviezdoslavov","https://www.taxinearme.sk"
"ou@hvozdnica.sk","Hvozdnica","https://www.taxinearme.sk"
"hybe@hybe.sk","Hybe","https://www.taxinearme.sk"
"hylov@centrum.sk","Hylov","https://www.taxinearme.sk"
"info@chanava-obec.sk","Chanava","https://www.taxinearme.sk"
"chlaba@atlas.sk","Chlaba","https://www.taxinearme.sk"
"info@chlebnice.sk","Chlebnice","https://www.taxinearme.sk"
"ouchlmec@minet.sk","Chlmec","https://www.taxinearme.sk"
"obecchmelnica@slnet.sk","Chmelnica","https://www.taxinearme.sk"
"obec.chmelov@gmail.com","Chmelov","https://www.taxinearme.sk"
"obec.chmelova@centrum.sk","Chmelova","https://www.taxinearme.sk"
"obec.chmelovec@gmail.com","Chmelovec","https://www.taxinearme.sk"
"obec@obec-chminany.sk","Chminany","https://www.taxinearme.sk"
"obec@chminianska.sk","Chminianskanovaves","https://www.taxinearme.sk"
"obec@chminianskejakubovany.sk","Chminianskejakubovany","https://www.taxinearme.sk"
"info@obecchoca.sk","Choca","https://www.taxinearme.sk"
"obec@chocholna-velcice.sk","Chocholna Velcice","https://www.taxinearme.sk"
"ouchonkovce@minet.sk","Chonkovce","https://www.taxinearme.sk"
"starosta@chorvatskygrob.sk","Chorvatskygrob","https://www.taxinearme.sk"
"obecchorvaty@centrum.sk","Chorvaty","https://www.taxinearme.sk"
"obec@chotca.sk","Chotca","https://www.taxinearme.sk"
"starosta@chotin.sk","Chotin","https://www.taxinearme.sk"
"starostka@chrabrany.dcom.sk","Chrabrany","https://www.taxinearme.sk"
"chramec@gemernet.sk","Chramec","https://www.taxinearme.sk"
"ocuchrast@chrastnadhornadom.sk,","Chrastnadhornadom","https://www.taxinearme.sk"
"chrastince@gmail.com","Chrastince","https://www.taxinearme.sk"
"obecchrastne@netkosice.sk","Chrastne","https://www.taxinearme.sk"
"chrenovec@slovanet.sk","Chrenovec Brusno","https://www.taxinearme.sk"
"obec@chropov.sk","Chropov","https://www.taxinearme.sk"
"obecchrtany@post.sk","Chrtany","https://www.taxinearme.sk"
"chtelnica@chtelnica.sk","Chtelnica","https://www.taxinearme.sk"
"info@chlehota.sk","Chudalehota","https://www.taxinearme.sk"
"obecny-urad@obec-chvalova.sk","Chvalova","https://www.taxinearme.sk"
"obec@chvojnica.sk","Chvojnica","https://www.taxinearme.sk"
"branislav.dobrotka@chvojnica-pd.dcom.sk","Chvojnica Prievidza","https://www.taxinearme.sk"
"info@chynorany.sk","Chynorany","https://www.taxinearme.sk"
"starosta@obecchyzne.sk","Chyzne","https://www.taxinearme.sk"
"starosta.igram@gmail.com","Igram","https://www.taxinearme.sk"
"ocuihlany@gmail.com","Ihlany","https://www.taxinearme.sk"
"obec@ihrac.sk","Ihrac","https://www.taxinearme.sk"
"primator@ilava.sk","Ilava","https://www.taxinearme.sk"
"podatelna@iliasovce.sk","Iliasovce","https://www.taxinearme.sk"
"info@obecilija.sk","Ilija","https://www.taxinearme.sk"
"starosta@obecimel.sk","Imel","https://www.taxinearme.sk"
"obecina27@gmail.com","Ina","https://www.taxinearme.sk"
"obecinacovce@lekosonline.sk","Inacovce","https://www.taxinearme.sk"
"inovce@inovce.sk.","Inovce","https://www.taxinearme.sk"
"ipelpred@gmail.com","Ipelskepredmostie","https://www.taxinearme.sk"
"ipulany@gmail.com","Ipelskeulany","https://www.taxinearme.sk"
"obecsokolec@gmail.com","Ipelskysokolec","https://www.taxinearme.sk"
"info@istebne.sk","Istebne","https://www.taxinearme.sk"
"ou@ivachnova.sk","Ivachnova","https://www.taxinearme.sk"
"obec.ivanice@ivanice.sk","Ivanice","https://www.taxinearme.sk"
"starosta@ivankapridunaji.sk","Ivankapridunaji","https://www.taxinearme.sk"
"obec@ivankaprinitre.sk","Ivankaprinitre","https://www.taxinearme.sk"
"obec@ivanovce.sk","Ivanovce","https://www.taxinearme.sk"
"obeciza@iza.sk","Iza","https://www.taxinearme.sk"
"ocu.izipovce@gmail.com","Izipovce","https://www.taxinearme.sk"
"ocu.izkovce@centrum.sk","Izkovce","https://www.taxinearme.sk"
"v.koscelnikstarosta@gmail.com","Jablon","https://www.taxinearme.sk"
"starosta@jablonec.sk","Jablonec","https://www.taxinearme.sk"
"obec@jablonica.net","Jablonica","https://www.taxinearme.sk"
"info@jablonka.sk","Jablonka","https://www.taxinearme.sk"
"obecjablonov@slovanet.sk","Jablonov","https://www.taxinearme.sk"
"jablonovnt@jablonovnt.sk","Jablonovnadturnou","https://www.taxinearme.sk"
"obecjablonovce@gmail.sk","Jablonovce","https://www.taxinearme.sk"
"starosta@obecjablonove.sk","Jablonove","https://www.taxinearme.sk"
"jablonove@jablonove.sk","Jablonove Bytca","https://www.taxinearme.sk"
"starostaobce@obecjacovce.sk","Jacovce","https://www.taxinearme.sk"
"sekretariat@obecjahodna.sk","Jahodna","https://www.taxinearme.sk"
"starosta@jaklovce.sk","Jaklovce","https://www.taxinearme.sk"
"eva.karaskova@jakovany.dcom.sk","Jakovany","https://www.taxinearme.sk"
"jakubany@jakubany.sk","Jakubany","https://www.taxinearme.sk"
"starosta@jakubov.sk","Jakubov","https://www.taxinearme.sk"
"obec@jakubovavola.sk","Jakubovavola","https://www.taxinearme.sk"
"starosta@obecjakubovany.sk","Jakubovany Sabinov","https://www.taxinearme.sk"
"obec@jakubovany.sk","Jakubovany","https://www.taxinearme.sk"
"jakusovce@centrum.sk","Jakusovce","https://www.taxinearme.sk"
"obecjalova@gmail.com","Jalova","https://www.taxinearme.sk"
"obec.jalovec@jalovec.eu","Jablovec","https://www.taxinearme.sk"
"oujalovec@alconet.sk","Jalovec","https://www.taxinearme.sk"
"monika.murinova@jalsove.dcom.sk","Jalsove","https://www.taxinearme.sk"
"obecjalsovik@gmail.com","Jalsovik","https://www.taxinearme.sk"
"obec@jamnik-spis.sk,","Jamnik Kosice","https://www.taxinearme.sk"
"starosta@jamnik.sk","Jamnik Zilinskykraj","https://www.taxinearme.sk"
"obec.janice@gemernet.sk","Janice","https://www.taxinearme.sk"
"info@obecjanik.sk","Janik","https://www.taxinearme.sk"
"obec@janiky.sk","Janiky","https://www.taxinearme.sk"
"obecjankovce@gmail.com","Jankovce","https://www.taxinearme.sk"
"janov@onlinenet.sk","Janov","https://www.taxinearme.sk"
"janovalehota@janovalehota.sk","Janovalehota","https://www.taxinearme.sk"
"janovce1@wmx.sk","Janovce Bardejov","https://www.taxinearme.sk"
"janovce@obec-janovce.sk","Janovcepp","https://www.taxinearme.sk"
"obecjanovce@gmail.com","Janovce","https://www.taxinearme.sk"
"obecjanovik@post.sk","Janovik","https://www.taxinearme.sk"
"obecnyurad@jaraba.sk","Jaraba","https://www.taxinearme.sk"
"info@obecjarabina.sk","Jarabina","https://www.taxinearme.sk"
"ocujarok@jarok.sk","Jarok","https://www.taxinearme.sk"
"jarovnice@jarovnice.sk","Jarovnice","https://www.taxinearme.sk"
"obec@jasenica.sk","Jasenica","https://www.taxinearme.sk"
"obec@jasenie.sk","Jasenie","https://www.taxinearme.sk"
"jasenov1@post.sk","Jasenov Kosice","https://www.taxinearme.sk"
"starosta@jasenov.sk","Jasenov","https://www.taxinearme.sk"
"info@jasenova.sk","Jasenova","https://www.taxinearme.sk"
"obec@jasenovce.sk","Jasenovce","https://www.taxinearme.sk"
"obecjasenove@rajec.net","Jasenove","https://www.taxinearme.sk"
"podatelna@jasenovo.sk","Jasenovo","https://www.taxinearme.sk"
"obec@jaslovskebohunice.sk","Jaslovskebohunice","https://www.taxinearme.sk"
"info@jasov.sk","Jasov","https://www.taxinearme.sk"
"obecjasova@panelnet.sk","Jasova","https://www.taxinearme.sk"
"info@jastraba.eu","Jastraba","https://www.taxinearme.sk"
"obec@jastrabie.sk","Jastrabienadtoplou","https://www.taxinearme.sk"
"obecjastrabie@gmail.com","Jastrabieprimichalovciach","https://www.taxinearme.sk"
"obecjatov@gmail.com","Jatov","https://www.taxinearme.sk"
"jazernica@gaya.sk","Jazernica","https://www.taxinearme.sk"
"obec.jedlinka@gmail.com","Jedlinka","https://www.taxinearme.sk"
"obec@jedlovekostolany.sk","Jedlovekostolany","https://www.taxinearme.sk"
"obec.jelenec@jelenec.sk","Jelenec","https://www.taxinearme.sk"
"obec@jelka.sk","Jelka","https://www.taxinearme.sk"
"primator@jelsava.sk","Jelsava","https://www.taxinearme.sk"
"info@jelsovce.sk","Jelsovce","https://www.taxinearme.sk"
"info@jelsovec.sk","Jelsovec","https://www.taxinearme.sk"
"obecjenkovce@lekosonline.sk","Jenkovce","https://www.taxinearme.sk"
"obec@jesenske.sk","Jesenske","https://www.taxinearme.sk"
"starostkaobecjesenske@gmail.com","Jesenske Levice","https://www.taxinearme.sk"
"obecjestice@gmail.com","Jestice","https://www.taxinearme.sk"
"ou@jeskovaves.sk","Jeskovaves","https://www.taxinearme.sk"
"obec@jezersko.sk","Jezersko","https://www.taxinearme.sk"
"obecjovice@veganet.sk","Jovice","https://www.taxinearme.sk"
"jovsa@jovsa.sk","Jovsa","https://www.taxinearme.sk"
"obec.jur@gmail.com","Jurnadhronom","https://www.taxinearme.sk"
"jurkovavola@zmail.sk","Jurkovavola","https://www.taxinearme.sk"
"obec@jurova.sk","Jurova","https://www.taxinearme.sk"
"info@obecjurske.sk","Jurske","https://www.taxinearme.sk"
"ocujuskovavola@gmail.com","Juskovavola","https://www.taxinearme.sk"
"ocu.kacanov@minet.sk","Kacanov","https://www.taxinearme.sk"
"kajal@kajal.sk","Kajal","https://www.taxinearme.sk"
"info@kalamenova.sk","Kalamenova","https://www.taxinearme.sk"
"zastupitelstvo@kalameny.sk","Kalameny","https://www.taxinearme.sk"
"obec@kalava.sk","Kalava","https://www.taxinearme.sk"
"obeckalinkovo@obeckalinkovo.sk","Kalinkovo","https://www.taxinearme.sk"
"obec_kalinov@orangemail.sk","Kalinov","https://www.taxinearme.sk"
"obec@kalinovo.sk","Kalinovo","https://www.taxinearme.sk"
"obec@kalna.eu","Kalnanadhronom","https://www.taxinearme.sk"
"kalnaroztoka@lekosonline.sk","Kalnaroztoka","https://www.taxinearme.sk"
"ocu@kalnica.sk","Kalnica","https://www.taxinearme.sk"
"kalniste@centrum.sk","Kalniste","https://www.taxinearme.sk"
"obeckalonda@gmail.com","Kalonda","https://www.taxinearme.sk"
"info@obeckalosa.sk","Kalosa","https://www.taxinearme.sk"
"ocukalsa@kalsa.eu","Kalsa","https://www.taxinearme.sk"
"urad@kaluza.sk","Kaluza","https://www.taxinearme.sk"
"obeckamanova@obeckamanova.sk","Kamanova","https://www.taxinearme.sk"
"obeckamenany1@gmail.com","Kamenany","https://www.taxinearme.sk"
"starosta@kamenec.sk","Kamenecpodvtacnikom","https://www.taxinearme.sk"
"kamenica@kamenica.sk","Kamenica","https://www.taxinearme.sk"
"obec@kamenicanadhronom.sk","Kamenicanadhronom","https://www.taxinearme.sk"
"obecnyurad@kamenicany.sk","Kamenicany","https://www.taxinearme.sk"
"starosta@kamenicna.eu","Kamenicna","https://www.taxinearme.sk"
"podatelna@kamenin.sk","Kamenin","https://www.taxinearme.sk"
"starosta@kamennaporuba.sk","Kamennaporuba Vranov","https://www.taxinearme.sk"
"obec@obeckamennaporuba.sk","Kamennaporuba","https://www.taxinearme.sk"
"obec@kamennekosihy.sk","Kamennekosihy","https://www.taxinearme.sk"
"starosta@kamenny-most.sk","Kamennymost","https://www.taxinearme.sk"
"info@kamienka.sk","Kamienka","https://www.taxinearme.sk"
"obeckamienka@slnet.sk","Kamienka Staralubovna","https://www.taxinearme.sk"
"obec@kanianka.sk","Kanianka","https://www.taxinearme.sk"
"oukapince@wircom.sk","Kapince","https://www.taxinearme.sk"
"kapisova@kapisova.sk","Kapisova","https://www.taxinearme.sk"
"starosta@kaplna.sk","Kaplna","https://www.taxinearme.sk"
"kapusany@kapusany.sk","Kapusany","https://www.taxinearme.sk"
"obeck.klacany@gmail.com","Kapusianskeklacany","https://www.taxinearme.sk"
"obeckarlova@zoznam.sk","Karlova","https://www.taxinearme.sk"
"info@karna.sk","Karna","https://www.taxinearme.sk"
"ocu.kasov@gmail.com","Kasov","https://www.taxinearme.sk"
"obec@katlovce.sk","Katlovce","https://www.taxinearme.sk"
"katov@katov.eu","Katov","https://www.taxinearme.sk"
"podatelna@kazimir.sk","Kazimir","https://www.taxinearme.sk"
"ou@obeckecerovce.sk","Kecerovce","https://www.taxinearme.sk"
"obec@kecerovskylipovec.sk","Kecerovskylipovec","https://www.taxinearme.sk"
"obec.keckovce@gmail.com","Keckovce","https://www.taxinearme.sk"
"kecovo.obec@gmail.com","Kecovo","https://www.taxinearme.sk"
"starosta@kechnec.sk","Kechnec","https://www.taxinearme.sk"
"obeckendice@gmail.com","Kendice","https://www.taxinearme.sk"
"obeckesovce@gmail.com","Kesovce","https://www.taxinearme.sk"
"info@ket.sk,","Ket","https://www.taxinearme.sk"
"info@kezmarok.sk","Kezmarok","https://www.taxinearme.sk"
"obec.kiarov@slovanet.sk","Kiarov","https://www.taxinearme.sk"
"podatelna@obec-klacany.sk","Klacany","https://www.taxinearme.sk"
"ocuklace@rajec.net","Klace","https://www.taxinearme.sk"
"klacno@prievidzanet.sk","Klacno","https://www.taxinearme.sk"
"kladzany@kladzany.sk","Kladzany","https://www.taxinearme.sk"
"obec@klak.sk","Klak","https://www.taxinearme.sk"
"starosta@klasov.sk","Klasov","https://www.taxinearme.sk"
"obecklastor@obecklastor.sk","Klastorpodznievom","https://www.taxinearme.sk"
"info@klatovanovaves.sk","Klatovanovaves","https://www.taxinearme.sk"
"obec.klcov@gmail.com","Klcov","https://www.taxinearme.sk"
"klenany@pobox.sk","Klenany","https://www.taxinearme.sk"
"obecklenov@gmail.com","Klenov","https://www.taxinearme.sk"
"obecklenova@lekosonline.sk","Klenova","https://www.taxinearme.sk"
"info@klenovec.sk","Klenovec","https://www.taxinearme.sk"
"kliestina@pegonet.sk","Kliestina","https://www.taxinearme.sk"
"obecklin@klin.sk","Klin","https://www.taxinearme.sk"
"klinnadbodrogom@gmail.com","Klinnadbodrogom","https://www.taxinearme.sk"
"ocuklnema@nextra.sk","Klizska Nema","https://www.taxinearme.sk"
"obec@klokoc.sk","Klokoc","https://www.taxinearme.sk"
"obec@klokocovmi.sk","Klokocov Michalovce","https://www.taxinearme.sk"
"starostka@klokocov.sk","Klokocov","https://www.taxinearme.sk"
"obec@klubina.sk","Klubina","https://www.taxinearme.sk"
"ouklucovec@panelnet.sk","Klucovec","https://www.taxinearme.sk"
"obec@kluknava.sk","Kluknava","https://www.taxinearme.sk"
"ocuklusov@gmail.com","Klusov","https://www.taxinearme.sk"
"starosta@obeckmetovo.sk","Kmetovo","https://www.taxinearme.sk"
"obec@kobeliarovo.sk","Kobeliarovo","https://www.taxinearme.sk"
"obec.kobylnice@gmail.com","Kobylnice","https://www.taxinearme.sk"
"info@kobyly.eu","Kobyly","https://www.taxinearme.sk"
"obeckocelovce@azet.sk","Kocelovce","https://www.taxinearme.sk"
"obeckociha@zoznam.sk","Kociha","https://www.taxinearme.sk"
"obec@kocurany.sk","Kocurany","https://www.taxinearme.sk"
"kocin.lancar@amdsl.sk","Kocinlancar","https://www.taxinearme.sk"
"oukocovce@kocovce.sk","Kocovce","https://www.taxinearme.sk"
"kochanovce@ocu.sk","Kochanovce","https://www.taxinearme.sk"
"obeckochanovce@ocu.sk","Kochanovce_humenne","https://www.taxinearme.sk"
"obec@kojatice.sk","Kojatice","https://www.taxinearme.sk"
"podatelna@kojsov.sk","Kojsov","https://www.taxinearme.sk"
"obec@kokava.sk","Kokavanadrimavicou","https://www.taxinearme.sk"
"obeckokosovce@presnetsk.net","Kokosovce","https://www.taxinearme.sk"
"podatelna@kolackov.sk","Kolackov","https://www.taxinearme.sk"
"starosta@kolacno.sk","Kolacno","https://www.taxinearme.sk"
"info@kolare.sk","Kolare","https://www.taxinearme.sk"
"obec@kolarovice.eu","Kolarovice","https://www.taxinearme.sk"
"info@kolarovo.sk","Kolarovo","https://www.taxinearme.sk"
"obeckolbasov@stonline.sk","Kolbasov","https://www.taxinearme.sk"
"kolbovce@centrum.sk","Kolbovce","https://www.taxinearme.sk"
"info@kolinany.eu","Kolinany","https://www.taxinearme.sk"
"obeckolinovce@kolinovce.sk","Kolinovce","https://www.taxinearme.sk"
"obeckolonica@gmail.com","Kolonica","https://www.taxinearme.sk"
"ocu@kolta.sk","Kolta","https://www.taxinearme.sk"
"ocu@komarany.sk","Komarany","https://www.taxinearme.sk"
"info@komarno.sk","Komarno","https://www.taxinearme.sk"
"komarovobec@gmail.com","Komarov","https://www.taxinearme.sk"
"info@komarovce.sk","Komarovce","https://www.taxinearme.sk"
"info@komjatice.sk","Komjatice","https://www.taxinearme.sk"
"obec.komjatna@gmail.com","Komjatna","https://www.taxinearme.sk"
"komoca@obeckomoca.sk","Komoca","https://www.taxinearme.sk"
"podatelna@obeckoniarovce.sk","Koniarovce","https://www.taxinearme.sk"
"info@obeckonradovce.sk","Konradovce","https://www.taxinearme.sk"
"obeckonskalm@gmail.com","Konska","https://www.taxinearme.sk"
"obecny_urad@obeckonska.sk","Konska Zilina","https://www.taxinearme.sk"
"konus@lekosonline.sk","Konus","https://www.taxinearme.sk"
"obec@kopcany.sk","Kopcany","https://www.taxinearme.sk"
"info@kopernica.sk","Kopernica","https://www.taxinearme.sk"
"starosta@koplotovce.sk","Koplotovce","https://www.taxinearme.sk"
"obeckoprivnica@wi-net.sk","Koprivnica","https://www.taxinearme.sk"
"obeckordiky@obeckordiky.sk","Kordiky","https://www.taxinearme.sk"
"obec.korejovce@centrum.sk","Korejovce","https://www.taxinearme.sk"
"korna@korna.sk","Korna","https://www.taxinearme.sk"
"koromla.obec@gmail.com","Koromla","https://www.taxinearme.sk"
"kolbovce@centrum.sk","Korunkova","https://www.taxinearme.sk"
"sekretariat@korytarky.sk","Korytarky","https://www.taxinearme.sk"
"obeckorytne@azet.sk","Korytne","https://www.taxinearme.sk"
"obec@kosihovce.eu","Kosihovce","https://www.taxinearme.sk"
"obeckosihynadiplom@gmail.com","Kosihynadiplom","https://www.taxinearme.sk"
"obec@kosorin.sk","Kosorin","https://www.taxinearme.sk"
"obec@kostolany.sk","Kostolanynadhornadom","https://www.taxinearme.sk"
"podatelna@kostolanypodtribecom.sk","Kostolanypodtribecom","https://www.taxinearme.sk"
"obeckostolec@centrum.sk","Kostolec","https://www.taxinearme.sk"
"kostoliste@kostoliste.sk","Kostoliste","https://www.taxinearme.sk"
"obec@kostolnazariecie.sk","Kostolna Zariecie","https://www.taxinearme.sk"
"kostolnapd@gmail.com","Kostolnapridunaji","https://www.taxinearme.sk"
"starostaocu@kostolnaves.sk","Kostolnaves","https://www.taxinearme.sk"
"obec@kostolne.sk","Kostolne","https://www.taxinearme.sk"
"kostolnekracany@nextra.sk","Kostolnekracany","https://www.taxinearme.sk"
"starosta@obec-kos.sk","Kos","https://www.taxinearme.sk"
"starosta@kosariska.sk","Kosariska","https://www.taxinearme.sk"
"obeckosarovce@gmail.com","Kosarovce","https://www.taxinearme.sk"
"starosta@koseca.sk","Koseca","https://www.taxinearme.sk"
"obec@koseckepodhradie.sk","Koseckepodhradie","https://www.taxinearme.sk"
"primator@kosice.sk","Kosice","https://www.taxinearme.sk"
"sekretariat@barca.sk","Kosice Barca","https://www.taxinearme.sk"
"m-urad@kosice-dh.sk","Kosice Dargovskychhrdinov","https://www.taxinearme.sk"
"mu.dzungla@post.sk","Kosice Dzungla","https://www.taxinearme.sk"
"urad@kosicejuh.sk","Kosice Juh","https://www.taxinearme.sk"
"info@kosicekavecany.sk","Kosice Kavecany","https://www.taxinearme.sk"
"mcknv@netkosice.sk","Kosice Kosickanovaves","https://www.taxinearme.sk"
"kosicekrasna@kosicekrasna.sk","Kosice Krasna","https://www.taxinearme.sk"
"urad@lorincik.eu","Kosice Lorincik","https://www.taxinearme.sk"
"lunik9@centrum.sk","Kosice Lunikix","https://www.taxinearme.sk"
"myslava@internetkosice.sk","Kosice Myslava","https://www.taxinearme.sk"
"starosta.jazero@netkosice.sk","Kosice Nadjazerom","https://www.taxinearme.sk"
"urad@mcperes.sk","Kosice Peres","https://www.taxinearme.sk"
"mcpolov@netkosice.sk","Kosice Polov","https://www.taxinearme.sk"
"kancelariastarostu@kosicesever.sk","Kosice Sever","https://www.taxinearme.sk"
"sekret@mckvp.sk","Kosice Sidliskokvp","https://www.taxinearme.sk"
"starostamc@tahanovce.sk","Kosice Sidliskotahanovce","https://www.taxinearme.sk"
"starosta@kosice-city.sk","Kosice Staremesto","https://www.taxinearme.sk"
"saca@saca.sk","Kosice Saca","https://www.taxinearme.sk"
"mcsebastovce@netkosice.sk","Kosice Sebastovce","https://www.taxinearme.sk"
"info@tahanovce.eu","Kosice Tahanovce","https://www.taxinearme.sk"
"starosta@opatske.kosice.sk","Kosice Vysneopatske","https://www.taxinearme.sk"
"miestnyurad@kosicezapad.sk","Kosice Zapad","https://www.taxinearme.sk"
"obeckosickabela@gmail.com","Kosickabela","https://www.taxinearme.sk"
"starosta@kosickapolianka.sk","Kosickapolianka","https://www.taxinearme.sk"
"obec@kosickeolsany.sk","Kosickeolsany","https://www.taxinearme.sk"
"info@kosickyklecenov.sk","Kosickyklecenov","https://www.taxinearme.sk"
"podatelna@koskovce.sk","Koskovce","https://www.taxinearme.sk"
"obec@kosolna.eu.sk","Kosolna","https://www.taxinearme.sk"
"starosta@kostanynadturcom.sk","Kostanynadturcom","https://www.taxinearme.sk"
"kosuty@kosuty.sk","Kosuty","https://www.taxinearme.sk"
"ocukotesova@kotesova.info","Kotesova","https://www.taxinearme.sk"
"obec@kotmanova.sk","Kotmanova","https://www.taxinearme.sk"
"ocu@kotrcinalucka.sk","Kotrcinalucka","https://www.taxinearme.sk"
"obec@kovacova.sk","Kovacova","https://www.taxinearme.sk"
"obec@kovacova.net","Kovacova Kosice","https://www.taxinearme.sk"
"kovacovce@gonet.sk","Kovacovce","https://www.taxinearme.sk"
"obeckovalov@stonline.sk","Kovalov","https://www.taxinearme.sk"
"obec@kovalovec.sk","Kovalovec","https://www.taxinearme.sk"
"info@obeckovarce.sk","Kovarce","https://www.taxinearme.sk"
"obec@kozarovce.sk","Kozarovce","https://www.taxinearme.sk"
"ocukozelnik@gmail.com","Kozelnik","https://www.taxinearme.sk"
"info@kozivrbovok.sk","Kozivrbovok","https://www.taxinearme.sk"
"obec.kozuchov@centrum.sk","Kozuchov","https://www.taxinearme.sk"
"kracunovce.obec@gmail.com","Kracunovce","https://www.taxinearme.sk"
"ou@krahule.sk","Krahule","https://www.taxinearme.sk"
"starosta@krajnabystra.sk","Krajnabystra","https://www.taxinearme.sk"
"krajnapolana@centrum.sk","Krajnapolana","https://www.taxinearme.sk"
