obec,email_1,email_2,telefon,web,url
"Dolnylieskov","oulieskov1@playmax.sk","oulieskov2@playmax.sk","0118630671","https://www.dolnylieskov.sk","https://www.e-obce.sk/obec/dolnylieskov/dolny-lieskov.html"
"Dolnylopasov","podatelna@obecdlopasov.sk","","0118630671","https://www.obecdlopasov.sk","https://www.e-obce.sk/obec/dolnylopasov/dolny-lopasov.html"
"Dolnyohaj","obecnyurad@obecdolnyohaj.sk","starosta@obecdolnyohaj.sk","0118630671","https://www.obecdolnyohaj.sk","https://www.e-obce.sk/obec/dolnyohaj/dolny-ohaj.html"
"Dolnypial","obecdolnypial@dolnypial.sk","podatelna@dolnypial.sk","0118630671","https://www.dolnypial.sk","https://www.e-obce.sk/obec/dolnypial/dolny-pial.html"
"Dolnystal","starosta@dolnystal.sk","","0118630671","https://www.dolnystal.eu","https://www.e-obce.sk/obec/dolnystal/dolny-stal.html"
"Dolnyvadicov","obec@dolny-vadicov","","0118630671","https://www.dolny-vadicov.sk","https://www.e-obce.sk/obec/dolnyvadicov/dolny-vadicov.html"
"Domadice","domadice@domadice.sk","starosta@domadice.sk","0118630671","https://www.domadice.sk","https://www.e-obce.sk/obec/domadice/domadice.html"
"Domaniky","obecdomaniky@gmail.com","starosta@domaniky.sk","0118630671","https://www.domaniky.sk","https://www.e-obce.sk/obec/domaniky/domaniky.html"
"Domaniza","obec@domaniza.sk","","0118630671","https://www.domaniza.sk","https://www.e-obce.sk/obec/domaniza/domaniza.html"
"Domanovce","domanovce@levonetmail.sk","","0118630671","https://www.domanovce.dcom.sk","https://www.e-obce.sk/obec/domanovce/domanovce.html"
"Donovaly","obec@donovaly.sk","starosta@donovaly.sk","0118630671","https://www.donovaly.sk","https://www.e-obce.sk/obec/donovaly/donovaly.html"
"Drabsko","obecdrabsko@gmail.com","","0118630671","https://www.drabsko.webnode.sk","https://www.e-obce.sk/obec/drabsko/drabsko.html"
"Drahnov","obec.drahnov@gmail.com","","0118630671","https://www.drahnov.ocu.sk","https://www.e-obce.sk/obec/drahnov/drahnov.html"
"Drahovce","oudrahovce@oudrahovce.sk","ou@drahovce.com","0118630671","https://www.drahovce.sk","https://www.e-obce.sk/obec/drahovce/drahovce.html"
"Dravce","obec@obecdravce.sk","","0118630671","https://www.obecdravce.sk","https://www.e-obce.sk/obec/dravce/dravce.html"
"Drazice","ocu@drazice.sk","","0118630671","https://www.drazice.sk","https://www.e-obce.sk/obec/drazice/drazice.html"
"Drazkovce","eva.gaborova@obecdrazkovce.sk","","0118630671","https://www.obecdrazkovce.sk","https://www.e-obce.sk/obec/drazkovce/drazkovce.html"
"Drazovce","obecdrazovce@zoznam.sk","starosta@obecdrazovce.sk","0118630671","https://www.obecdrazovce.sk","https://www.e-obce.sk/obec/drazovce/drazovce.html"
"Driencany","ocu@driencany.sk","starosta@driencany.sk","0118630671","https://www.driencany.sk","https://www.e-obce.sk/obec/driencany/driencany.html"
"Drienica","drienica@drienica.sk","","0118630671","https://www.drienica.sk","https://www.e-obce.sk/obec/drienica/drienica.html"
"Drienov","ocu@drienov.sk","","0118630671","https://www.drienov.sk","https://www.e-obce.sk/obec/drienov/drienov.html"
"Drienovec","obec@drienovec.sk","","0118630671","https://www.obecdrienovec.eu","https://www.e-obce.sk/obec/drienovec/drienovec.html"
"Drienovo","obecdrienovo@gmail.com","","0118630671","https://www.drienovo.dcom.sk","https://www.e-obce.sk/obec/drienovo/drienovo.html"
"Drienovskanovaves","obecny.urad@drienovskanovaves.sk","","0118630671","https://www.drienovskanovaves.sk","https://www.e-obce.sk/obec/drienovskanovaves/drienovska-nova-ves.html"
"Drietoma","obec@drietoma.sk","mego@drietoma.sk","0118630671","https://www.drietoma.sk","https://www.e-obce.sk/obec/drietoma/drietoma.html"
"Drna","obec.drna@gmail.com","","0118630671","https://www.obecdrna.sk","https://www.e-obce.sk/obec/drna/drna.html"
"Drnava","obec.drnava@centrum.sk","","0118630671","https://www.drnava.ocu.sk","https://www.e-obce.sk/obec/drnava/drnava.html"
"Druzstevnaprihornade","starosta@druzstevna.sk,","","0118630671","https://www.druzstevna.sk","https://www.e-obce.sk/obec/druzstevnaprihornade/druzstevna-pri-hornade.html"
"Drzenice","obec.drzenice@pobox.sk","","0118630671","https://www.drzenice.sk","https://www.e-obce.sk/obec/drzenice/drzenice.html"
"Drzkovce","info@obecdrzkovce.sk","starosta@obecdrzkovce.sk","0118630671","https://www.obecdrzkovce.sk","https://www.e-obce.sk/obec/drzkovce/drzkovce.html"
"Dubakovo","","","0118630671","","https://www.e-obce.sk/obec/dubakovo/dubakovo.html"
"Dubinne","starosta@dubinne.sk","","0118630671","https://www.dubinne.sk","https://www.e-obce.sk/obec/dubinne/dubinne.html"
"Dubnicanadvahom","primator@dubnica.eu","prednosta@dubnica.eu","0118630671","https://www.dubnica.sk","https://www.e-obce.sk/obec/dubnicanadvahom/dubnica-nad-vahom.html"
"Dubnicka","obec.dubnicka@slovanet.sk","jozef.petrek@slovanet.sk","0118630671","https://www.dubnicka.sk","https://www.e-obce.sk/obec/dubnicka/dubnicka.html"
"Dubnik","starosta@obec-dubnik.sk","obec.dubnik@konfer.eu","0118630671","https://www.obec-dubnik.sk","https://www.e-obce.sk/obec/dubnik/dubnik.html"
"Dubno","obecdubno@gmail.com","","0118630671","https://www.obecdubno.sk","https://www.e-obce.sk/obec/dubno/dubno.html"
"Dubodiel","obecnyurad@dubodiel.sk","starosta@dubodiel.sk","0118630671","https://www.dubodiel.sk","https://www.e-obce.sk/obec/dubodiel/dubodiel.html"
"Dubova","starosta@dubova.sk","podatelna@dubova.sk","0118630671","https://www.dubova.sk","https://www.e-obce.sk/obec/dubova/dubova.html"
"Dubova svidnik","obec.dubova@gmail.com","","0118630671","https://www.obecdubova.sk","https://www.e-obce.sk/obec/dubova-svidnik/dubova.html"
"Dubovany","dubovany@dubovany.sk","starosta@dubovany.sk","0118630671","https://www.dubovany.sk","https://www.e-obce.sk/obec/dubovany/dubovany.html"
"Dubovice","info@dubovce.sk","","0118630671","https://www.dubovce.sk","https://www.e-obce.sk/obec/dubovice/dubovce.html"
"Dubove","obec@obecdubove.sk","","0118630671","https://www.obecdubove.sk","https://www.e-obce.sk/obec/dubove/dubove.html"
"Dubove turciansketeplice","dubove@dubove.sk","oudubove@gaya.sk","0118630671","https://www.dubove.sk","https://www.e-obce.sk/obec/dubove-turciansketeplice/dubove.html"
"Dubovec","ou.dubovec@azet.sk","","0118630671","https://www.dubovec.sk","https://www.e-obce.sk/obec/dubovec/dubovec.html"
"Dubovica","info@obecdubovica.sk","ladislav.timco@dubovica.dcom.sk","0118630671","https://www.obecdubovica.sk","https://www.e-obce.sk/obec/dubovica/dubovica.html"
"Dubrava levoca","info@dubravaspis.sk","","0118630671","https://www.dubravaspis.sk","https://www.e-obce.sk/obec/dubrava-levoca/dubrava.html"
"Dubrava snina","ou.dubrava@gmail.com","","0118630671","","https://www.e-obce.sk/obec/dubrava-snina/dubrava.html"
"Dubrava","obecdubravalm@imafex.sk","info@obecdubrava.sk","0118630671","https://www.obecdubrava.sk","https://www.e-obce.sk/obec/dubrava/dubrava.html"
"Dubravica","obec@dubravica.sk","","0118630671","https://www.dubravica.sk  ","https://www.e-obce.sk/obec/dubravica/dubravica.html"
"Dubravka","obecdubravka@minet.sk","","0118630671","https://www.obecdubravka.eu","https://www.e-obce.sk/obec/dubravka/dubravka.html"
"Dubravy","obec@dubravy.sk","","0118630671","https://www.dubravy.sk","https://www.e-obce.sk/obec/dubravy/dubravy.html"
"Ducove","ducove@ducove.sk","","0118630671","https://www.ducove.sk","https://www.e-obce.sk/obec/ducove/ducove.html"
"Dudince","msu@dudince-mesto.sk","primator@dudince-mesto.sk","0118630671","https://www.dudince-mesto.sk","https://www.e-obce.sk/obec/dudince/dudince.html"
"Dukovce","obecdukovce@wi-net.sk","","0118630671","https://www.dukovce.sk","https://www.e-obce.sk/obec/dukovce/dukovce.html"
"Dulov","obec@dulov.sk","starosta@dulov.sk","0118630671","https://www.dulov.sk","https://www.e-obce.sk/obec/dulov/dulov.html"
"Dulovaves","dulovaves@gmail.com","","0118630671","https://www.dulovaves.sk","https://www.e-obce.sk/obec/dulovaves/dulova-ves.html"
"Dulovce","starosta@dulovce.eu","","0118630671","https://www.dulovce.sk ","https://www.e-obce.sk/obec/dulovce/dulovce.html"
"Dulovo","oudulovo@centrum.sk","","0118630671","https://www.obecdulovo.sk","https://www.e-obce.sk/obec/dulovo/dulovo.html"
"Dunajov","obec@dunajov.sk","starosta@dunajov.sk","0118630671","https://www.dunajov.sk","https://www.e-obce.sk/obec/dunajov/dunajov.html"
"Dunajskaluzna","starosta@dunajskaluzna.sk","info@dunajskaluzna.sk","0118630671","https://www.dunajskaluzna.sk","https://www.e-obce.sk/obec/dunajskaluzna/dunajska-luzna.html"
"Dunajskastreda","primator@dunstreda.eu","","0118630671","https://www.dunstreda.sk","https://www.e-obce.sk/obec/dunajskastreda/dunajska-streda.html"
"Dunajskyklatov","obec@dunajskyklatov.sk","","0118630671","https://www.dunajskyklatov.sk","https://www.e-obce.sk/obec/dunajskyklatov/dunajsky-klatov.html"
"Duplin","obecduplin@gmail.com","","0118630671","https://www.duplin.sk","https://www.e-obce.sk/obec/duplin/duplin.html"
"Durcina","obecdurcina@obecdurcina.sk","starostka@obecdurcina.sk","0118630671","https://www.obecdurcina.sk","https://www.e-obce.sk/obec/durcina/durcina.html"
"Durdos","obecdurdos@gmail.com","","0118630671","https://www.durdos.ocu.sk","https://www.e-obce.sk/obec/durdos/durdos.html"
"Durdosik","podatelna@obecdurdosik.sk","","0118630671","https://www.obecdurdosik.sk","https://www.e-obce.sk/obec/durdosik/durdosik.html"
"Durdove","obec@durdove.eu","","0118630671","https://www.durdove.eu   ","https://www.e-obce.sk/obec/durdove/durdove.html"
"Durkov","obecdurkov@durkov.sk","","0118630671","https://www.durkov.sk","https://www.e-obce.sk/obec/durkov/durkov.html"
"Durkova","obecdurkova@slnet.sk","","0118630671","","https://www.e-obce.sk/obec/durkova/durkova.html"
"Durkovce","obec.durkovce@gmail.com","podatelna@durkovce.sk","0118630671","https://www.durkovce.sk","https://www.e-obce.sk/obec/durkovce/durkovce.html"
"Dvoranynadnitrou","dvoranynadnitrou@obecdvoranynadnitrou.sk","starosta@obecdvoranynadnitrou.sk","0118630671","https://www.obecdvoranynadnitrou.sk","https://www.e-obce.sk/obec/dvoranynadnitrou/dvorany-nad-nitrou.html"
"Dvorec","obec@dvorec.sk","","0118630671","https://www.dvorec.sk","https://www.e-obce.sk/obec/dvorec/dvorec.html"
"Dvorianky","obecdvorianky@centrum.sk","","0118630671","","https://www.e-obce.sk/obec/dvorianky/dvorianky.html"
"Dvorniky","","","0118630671","https://www.dvorniky.sk","https://www.e-obce.sk/obec/dvorniky/dvorniky.html"
"Dvorniky vcelare","info@dvornikyvčelare.sk","","0118630671","https://www.dvornikyvcelare.sk","https://www.e-obce.sk/obec/dvorniky-vcelare/dvorniky-vcelare.html"
"Dvorynadzitavou","zastupca@dvory.sk","starosta@dvory.sk","0118630671","https://www.dvory.sk","https://www.e-obce.sk/obec/dvorynadzitavou/dvory-nad-zitavou.html"
"Egres","obecegres@obecegres.sk","","0118630671","https://www.obecegres.sk","https://www.e-obce.sk/obec/egres/egres.html"
"Fackov","urad@obecfackov.sk","starosta@obecfackov.sk","0118630671","https://www.obecfackov.sk","https://www.e-obce.sk/obec/fackov/fackov.html"
"Falkusovce","ocufalkusovce@centrum.sk","","0118630671","https://www.obecfalkusovce.sk","https://www.e-obce.sk/obec/falkusovce/falkusovce.html"
"Farna","farna@nextra.sk","csomorova@farna.sk","0118630671","https://www.farna.sk","https://www.e-obce.sk/obec/farna/farna.html"
"Fekisovce","obec.fekisovce@szm.sk","","0118630671","https://www.obec.fekisovce.szm.sk","https://www.e-obce.sk/obec/fekisovce/fekisovce.html"
"Figa","obecfiga@post.sk","","0118630671","https://www.gemernet.sk/figa","https://www.e-obce.sk/obec/figa/figa.html"
"Fijas","obecfijas@gmail.com","","0118630671","https://www.fijas.dcom.sk","https://www.e-obce.sk/obec/fijas/fijas.html"
"Filakovo","mesto@filakovo.sk","primator@filakovo.sk","0118630671","https://www.filakovo.sk","https://www.e-obce.sk/obec/filakovo/filakovo.html"
"Filakovskekovace","filkovace@gmail.com","","0118630671","https://www.filakovskekovace.sk","https://www.e-obce.sk/obec/filakovskekovace/filakovske-kovace.html"
"Fintice","oufintice@hotmail.com","podatelna@fintice.sk","0118630671","https://www.fintice.sk","https://www.e-obce.sk/obec/fintice/fintice.html"
"Folkusova","obecfolkusova@gmail.com","","0118630671","https://www.folkusova.sk","https://www.e-obce.sk/obec/folkusova/folkusova.html"
"Forbasy","ouforbasy@slnet.sk","","0118630671","https://www.forbasy.eu","https://www.e-obce.sk/obec/forbasy/forbasy.html"
"Fricka","obecfricka@zoznam.sk","","0118630671","","https://www.e-obce.sk/obec/fricka/fricka.html"
"Frickovce","frickovce@frickovce.sk","starosta@frickovce.sk","0118630671","https://www.frickovce.sk","https://www.e-obce.sk/obec/frickovce/frickovce.html"
"Fricovce","podatelna@obecfricovce.sk","starosta@obecfricovce.sk","0118630671","https://www.obecfricovce.sk","https://www.e-obce.sk/obec/fricovce/fricovce.html"
"Fulianka","obec@fulianka.sk","starosta@fulianka.sk","0118630671","https://www.obecfulianka.sk","https://www.e-obce.sk/obec/fulianka/fulianka.html"
"Gabcikovo","gabcikovo@gabcikovo.sk","","0118630671","https://www.gabcikovo.sk","https://www.e-obce.sk/obec/gabcikovo/gabcikovo.html"
"Gaboltov","obec@gaboltov.sk","","0118630671","https://www.gaboltov.sk","https://www.e-obce.sk/obec/gaboltov/gaboltov.html"
"Gajary","starosta@gajary.sk","","0118630671","https://www.gajary.sk","https://www.e-obce.sk/obec/gajary/gajary.html"
"Galanta","galanta@galanta.sk","info@galanta.sk","0118630671","https://www.galanta.sk","https://www.e-obce.sk/obec/galanta/galanta.html"
"Galovany","ougalovany@alconet.sk","starosta@galovany.sk","0118630671","https://www.galovany.sk","https://www.e-obce.sk/obec/galovany/galovany.html"
"Gan","obecgan@obecgan.sk","","0118630671","https://www.obecgan.sk","https://www.e-obce.sk/obec/gan/gan.html"
"Ganovce","obecganovce1@sinet.sk","","0118630671","","https://www.e-obce.sk/obec/ganovce/ganovce.html"
"Gbelany","gbelany@gbelany.eu","starosta@gbelany.eu","0118630671","https://www.gbelany.eu","https://www.e-obce.sk/obec/gbelany/gbelany.html"
"Gbelce","starosta@gbelce.sk","sekretariat@gbelce.sk","0118630671","https://www.gbelce.sk","https://www.e-obce.sk/obec/gbelce/gbelce.html"
"Gbely","sekretariat@gbely.sk","","0118630671","https://www.gbely.sk","https://www.e-obce.sk/obec/gbely/gbely.html"
"Geca","ougeca@obecgeca.sk","","0118630671","https://www.obecgeca.sk","https://www.e-obce.sk/obec/geca/geca.html"
"Gelnica","sekretariat@gelnica.sk","primatorka@gelnica.sk","0118630671","https://www.gelnica.sk","https://www.e-obce.sk/obec/gelnica/gelnica.html"
"Gemer","ougemer@centrum.sk","starosta@obecgemer.sk","0118630671","https://www.obecgemer.sk","https://www.e-obce.sk/obec/gemer/gemer.html"
"Gemercek","obugemercek@post.sk","","0118630671","https://www.gemercek.sk","https://www.e-obce.sk/obec/gemercek/gemercek.html"
"Gemerskahorka","gemhorka@nextra.sk","starosta@gemerskahorka.eu","0118630671","https://www.gemerskahorka.eu","https://www.e-obce.sk/obec/gemerskahorka/gemerska-horka.html"
"Gemerskapanica","gemerska.panica@gmail.com","","0118630671","https://www.gemerskapanica.ocu.sk","https://www.e-obce.sk/obec/gemerskapanica/gemerska-panica.html"
"Gemerskapoloma","obec@gemerskapoloma.sk","","0118630671","https://www.gemerskapoloma.sk","https://www.e-obce.sk/obec/gemerskapoloma/gemerska-poloma.html"
"Gemerskaves","starosta@gemerskaves.sk","","0118630671","https://www.gemerskaves.sk","https://www.e-obce.sk/obec/gemerskaves/gemerska-ves.html"
"Gemerskedechtare","info@gemerskedechtare.sk","","0118630671","","https://www.e-obce.sk/obec/gemerskedechtare/gemerske-dechtare.html"
"Gemerskemichalovce","gemerske.michalovceobec@zoznam.sk","","0118630671","","https://www.e-obce.sk/obec/gemerskemichalovce/gemerske-michalovce.html"
"Gemersketeplice","ou@gemerske-teplice.sk","","0118630671","https://www.gemerske-teplice.sk","https://www.e-obce.sk/obec/gemersketeplice/gemerske-teplice.html"
"Gemerskyjablonec","gemerskyjablonec1@gmail.com","","0118630671","https://www.obecgemerskyjablonec.sk","https://www.e-obce.sk/obec/gemerskyjablonec/gemersky-jablonec.html"
"Gemerskysad","info@gemerskysad.sk","starosta@gemerskysad.sk","0118630671","https://www.gemerskysad.sk","https://www.e-obce.sk/obec/gemerskysad/gemersky-sad.html"
"Geraltov","obecgeraltov@gmail.com","","0118630671","https://www.geraltov.sk","https://www.e-obce.sk/obec/geraltov/geraltov.html"
"Gerlachov","obecnyurad.gerlachov@gmail.com","sevcovondrej@gmail.com","0118630671","https://www.gerlachov-bj.sk","https://www.e-obce.sk/obec/gerlachov/gerlachov.html"
"Gerlachovpp","ocu@obecgerlachov.sk","","0118630671","https://www.obecgerlachov.sk","https://www.e-obce.sk/obec/gerlachovpp/gerlachov.html"
"Giglovce","ocugiglovce@gmail.com","","0118630671","","https://www.e-obce.sk/obec/giglovce/giglovce.html"
"Giraltovce","sekretariat@giraltovce.sk","primator@giraltovce.sk","0118630671","https://www.giraltovce.sk","https://www.e-obce.sk/obec/giraltovce/giraltovce.html"
"Girovce","obecgirovce@gmail.com","","0118630671","","https://www.e-obce.sk/obec/girovce/girovce.html"
"Glabusovce","glabusovce@gmail.com","ocuglabusovce@gonet.sk","0118630671","https://www.glabusovce.sk","https://www.e-obce.sk/obec/glabusovce/glabusovce.html"
"Gocaltovo","obec.gocaltovo@gmail.com","","0118630671","https://www.obecgocaltovo.webnode.sk","https://www.e-obce.sk/obec/gocaltovo/gocaltovo.html"
"Gocovo","obec@gocovo.sk","","0118630671","https://www.gocovo.sk","https://www.e-obce.sk/obec/gocovo/gocovo.html"
"Golianovo","obec.golianovo@gmail.com","","0118630671","https://www.golianovo.sk","https://www.e-obce.sk/obec/golianovo/golianovo.html"
"Gortva","obecgortva@t-zones.sk","starosta@obec-gortva.sk","0118630671","","https://www.e-obce.sk/obec/gortva/gortva.html"
"Gotovany","ougotovany@alconet.sk","starosta@gotovany.sk","0118630671","https://www.gotovany.sk","https://www.e-obce.sk/obec/gotovany/gotovany.html"
"Granc petrovce","obecgrancpetrovce@gmail.com","","0118630671","https://www.grancpetrovce.sk","https://www.e-obce.sk/obec/granc-petrovce/granc---petrovce.html"
"Gregorovavieska","starosta@gregorovavieska.sk","","0118630671","https://http://gregorovavieska.e-obce.sk","https://www.e-obce.sk/obec/gregorovavieska/gregorova-vieska.html"
"Gregorovce","starosta@obecgregorovce.sk","podatelna@obecgregorovce.sk","0118630671","https://www.obecgregorovce.sk","https://www.e-obce.sk/obec/gregorovce/gregorovce.html"
"Gribov","obecgribov@gmail.com","","0118630671","https://www.obecgribov.sk","https://www.e-obce.sk/obec/gribov/gribov.html"
"Gruzovce","gruzovce1@gmail.com","","0118630671","https://www.gruzovce.weblahko.sk","https://www.e-obce.sk/obec/gruzovce/gruzovce.html"
"Gynov","sekretariat@obecgynov.sk","","0118630671","https://www.obecgynov.sk","https://www.e-obce.sk/obec/gynov/gynov.html"
"Habovka","obec@habovka.sk","starosta@habovka.sk","0118630671","https://www.habovka.sk","https://www.e-obce.sk/obec/habovka/habovka.html"
"Habura","ocuhabura@centrum.sk","","0118630671","https://www.habura.sk","https://www.e-obce.sk/obec/habura/habura.html"
"Hacava","ocuhacava@gmail.com","","0118630671","https://www.obechacava.sk","https://www.e-obce.sk/obec/hacava/hacava.html"
"Haj kosice","obechaj@kid.sk","","0118630671","","https://www.e-obce.sk/obec/haj-kosice/haj.html"
"Haj","urad@obechaj.sk","","0118630671","https://www.obechaj.sk","https://www.e-obce.sk/obec/haj/haj.html"
"Hajnanovaves","obechajnanovaves@gmail.com","","0118630671","https://www.hajnanovaves.sk","https://www.e-obce.sk/obec/hajnanovaves/hajna-nova-ves.html"
"Hajnacka","hajnacka@obechajnacka.sk","","0118630671","https://www.obechajnacka.sk","https://www.e-obce.sk/obec/hajnacka/hajnacka.html"
"Hajske","obec@hajske.sk","starosta@hajske.sk","0118630671","https://www.hajske.sk","https://www.e-obce.sk/obec/hajske/hajske.html"
"Hajtovka","pnosek@azet.sk","","0118630671","https://www.obechajtovka.sk","https://www.e-obce.sk/obec/hajtovka/hajtovka.html"
"Halacovce","obec.halacovce@gmail.com","","0118630671","https://www.halacovce.sk","https://www.e-obce.sk/obec/halacovce/halacovce.html"
"Halic","info@obechalic.sk","starosta@obechalic.sk","0118630671","https://www.halic.sk","https://www.e-obce.sk/obec/halic/halic.html"
"Haligovce","obechaligovce@slnet.sk","","0118630671","https://www.obechaligovce.sk","https://www.e-obce.sk/obec/haligovce/haligovce.html"
"Haluzice","obec.haluzice@centrum.sk","haluzice@centrum.sk","0118630671","","https://www.e-obce.sk/obec/haluzice/haluzice.html"
"Hamuliakovo","info@obechamuliakovo.sk","","0118630671","https://www.obechamuliakovo.sk  ","https://www.e-obce.sk/obec/hamuliakovo/hamuliakovo.html"
"Handlova","sekretariat@handlova.sk","primator@handlova.sk","0118630671","https://www.handlova.sk","https://www.e-obce.sk/obec/handlova/handlova.html"
"Hanigovce","obec@hanigovce.sk","","0118630671","https://www.hanigovce.sk","https://www.e-obce.sk/obec/hanigovce/hanigovce.html"
"Haniska kosice","haniska@haniska.sk","starosta@haniska-ke.sk","0118630671","https://www.haniska.sk","https://www.e-obce.sk/obec/haniska-kosice/haniska.html"
"Haniska","starosta@obechaniska.sk+","","0118630671","https://www.obechaniska.sk","https://www.e-obce.sk/obec/haniska/haniska.html"
"Hankova","obechankova@gmail.com","","0118630671","","https://www.e-obce.sk/obec/hankova/hankova.html"
"Hankovce","obechankovce@gmail.com","","0118630671","https://www.hankovce.sk","https://www.e-obce.sk/obec/hankovce/hankovce.html"
"Hankovce humenne","info@obechankovce.sk","podatelna@obechankovce.sk","0118630671","https://www.obechankovce.sk","https://www.e-obce.sk/obec/hankovce-humenne/hankovce.html"
"Hanusovcenadtoplou","sekretariat@hanusovce.sk","","0118630671","https://www.hanusovce.sk","https://www.e-obce.sk/obec/hanusovcenadtoplou/hanusovce-nad-toplou.html"
"Harakovce","starostka@harakovce.sk","","0118630671","https://www.harakovce.sk","https://www.e-obce.sk/obec/harakovce/harakovce.html"
"Harhaj","obecharhaj@gmail.com","","0118630671","https://www.obec-harhaj.sk","https://www.e-obce.sk/obec/harhaj/harhaj.html"
"Harichovce","starosta@harichovce.sk","","0118630671","https://www.harichovce.ocu.sk","https://www.e-obce.sk/obec/harichovce/harichovce.html"
"Harmanec","obec@harmanec.sk","starostka@harmanec.sk","0118630671","https://www.harmanec.sk","https://www.e-obce.sk/obec/harmanec/harmanec.html"
"Hatalov","obec.hatalov@gmail.com","","0118630671","https://www.obechatalov.sk","https://www.e-obce.sk/obec/hatalov/hatalov.html"
"Hatne","obec@hatne.sk","iveta.zilovcova@hatne.sk","0118630671","https://www.hatne.sk","https://www.e-obce.sk/obec/hatne/hatne.html"
"Havaj","info@obechavaj.sk","podatelna@obechavaj.sk","0118630671","https://www.obechavaj.sk","https://www.e-obce.sk/obec/havaj/havaj.html"
"Havka","","","0118630671","","https://www.e-obce.sk/obec/havka/havka.html"
"Havranec","milan.scerba@gmail.com","","0118630671","https://www.havranec.sk","https://www.e-obce.sk/obec/havranec/havranec.html"
"Hazin","obechazin@gmail.com","hazin@lekosonline.sk","0118630671","https://www.hazin.ocu.sk","https://www.e-obce.sk/obec/hazin/hazin.html"
"Hazinnadcirochou","hazinnadcir@netrox.sk","","0118630671","https://www.hazinnadcirochou.sk","https://www.e-obce.sk/obec/hazinnadcirochou/hazin-nad-cirochou.html"
"Hazlin","obechazlin@gmail.com","","0118630671","https://www.obechazlin.sk","https://www.e-obce.sk/obec/hazlin/hazlin.html"
"Helcmanovce","helcmanovce@helcmanovce.sk","","0118630671","https://www.helcmanovce.sk","https://www.e-obce.sk/obec/helcmanovce/helcmanovce.html"
"Helpa","helpa@helpa.sk","starosta@helpa.sk","0118630671","https://www.helpa.sk","https://www.e-obce.sk/obec/helpa/helpa.html"
"Henckovce","starostahenckovce@gmail.com","","0118630671","https://www.henckovce.sk","https://www.e-obce.sk/obec/henckovce/henckovce.html"
"Henclova","obechenclova@demax.sk","","0118630671","https://www.henclova.ocu.sk","https://www.e-obce.sk/obec/henclova/henclova.html"
"Hencovce","hencovce@hencovce.sk","starosta@hencovce.sk","0118630671","https://www.hencovce.sk","https://www.e-obce.sk/obec/hencovce/hencovce.html"
"Hendrichovce","obec@hendrichovce.sk","","0118630671","https://www.hendrichovce.sk","https://www.e-obce.sk/obec/hendrichovce/hendrichovce.html"
"Herlany","obecherlany@netkosice.sk","","0118630671","https://www.herlany.sk","https://www.e-obce.sk/obec/herlany/herlany.html"
"Hermanovce","hermanovce@zoznam.sk","","0118630671","https://www.hermanovce.info","https://www.e-obce.sk/obec/hermanovce/hermanovce.html"
"Hermanovcenadtoplou","ocu.hermanovcent@gmail.com","","0118630671","https://www.hermanovcent.sk","https://www.e-obce.sk/obec/hermanovcenadtoplou/hermanovce-nad-toplou.html"
"Hertnik","obechertnik@centrum.sk","","0118630671","https://www.obechertnik.sk","https://www.e-obce.sk/obec/hertnik/hertnik.html"
"Hervartov","obec.hervartov@post.sk","","0118630671","https://www.hervartov.sk","https://www.e-obce.sk/obec/hervartov/hervartov.html"
"Hiadel","hiadel@hiadel.sk","starosta@hiadel.sk","0118630671","https://www.hiadel.sk","https://www.e-obce.sk/obec/hiadel/hiadel.html"
"Hincovce","obec.hincovce@gmail.com,","","0118630671","https://www.obechincovce.sk","https://www.e-obce.sk/obec/hincovce/hincovce.html"
"Hladovka","ocuhladovka@orava.sk","","0118630671","https://www.hladovka.orava.sk","https://www.e-obce.sk/obec/hladovka/hladovka.html"
"Hlboke","obechlboke@obechlboke.sk","starosta@obechlboke.sk","0118630671","https://www.obechlboke.sk","https://www.e-obce.sk/obec/hlboke/hlboke.html"
"Hlbokenadvahom","obec@hlbokenadvahom.info","","0118630671","https://www.hlbokenadvahom.info","https://www.e-obce.sk/obec/hlbokenadvahom/hlboke-nad-vahom.html"
"Hliniknadhronom","obec@hliniknadhronom.sk","starostka@hliniknadhronom.sk","0118630671","https://www.hliniknadhronom.sk","https://www.e-obce.sk/obec/hliniknadhronom/hlinik-nad-hronom.html"
"Hlinne","ocu.hlinne@slovanet.sk","","0118630671","https://www.hlinne.sk","https://www.e-obce.sk/obec/hlinne/hlinne.html"
"Hlivistia","hlivistia@lekosonline.sk","","0118630671","https://www.hlivistia.sk","https://www.e-obce.sk/obec/hlivistia/hlivistia.html"
"Hlohovec","info@hlohovec.sk","msu@hlohovec.sk","0118630671","https://www.hlohovec.sk","https://www.e-obce.sk/obec/hlohovec/hlohovec.html"
"Hniezdne","info@hniezdne.sk","","0118630671","https://www.hniezdne.sk","https://www.e-obce.sk/obec/hniezdne/hniezdne.html"
"Hnilcik","sekretariat@obechnilcik.sk","starosta@obechnilcik.sk","0118630671","https://www.obechnilcik.sk, www.hnilcik.ocu.sk","https://www.e-obce.sk/obec/hnilcik/hnilcik.html"
"Hnilec","hnilec@t-zones.sk","","0118630671","https://www.hnilec.eu","https://www.e-obce.sk/obec/hnilec/hnilec.html"
"Hnojne","obechnojne20@gmail.com","","0118630671","https://www.hnojne.sk","https://www.e-obce.sk/obec/hnojne/hnojne.html"
