email,nazov_obce,okres,url_obce
"obec.horneotrokovce@gmail.com","Horneotrokovce","","https://www.taxinearme.sk/obec/horneotrokovce"
"obec.hplachtince@post.sk","Horneplachtince","","https://www.taxinearme.sk/obec/horneplachtince"
"obec@horneprsany.sk","Horne prsany","","https://www.taxinearme.sk/obec/horne-prsany"
"hornesaliby@hornesaliby.sk","Hornesaliby","","https://www.taxinearme.sk/obec/hornesaliby"
"hornesemerovce@hornesemerovce.sk","Horne semerovce","","https://www.taxinearme.sk/obec/horne-semerovce"
"urad@hornesrnie.sk","Hornesrnie","","https://www.taxinearme.sk/obec/hornesrnie"
"info@hornestrhare.sk","Hornestrhare","","https://www.taxinearme.sk/obec/hornestrhare"
"obec.horne.stitare@wircom.sk","Hornestitare","","https://www.taxinearme.sk/obec/hornestitare"
"ouhtrhoviste@wircom.sk","Hornetrhoviste","","https://www.taxinearme.sk/obec/hornetrhoviste"
"hturovce@horneturovce.sk","Horneturovce","","https://www.taxinearme.sk/obec/horneturovce"
"ocuhornevestenice@centrum.sk","Hornevestenice","","https://www.taxinearme.sk/obec/hornevestenice"
"ocu.hornezahorany@centrum.sk","Hornezahorany","","https://www.taxinearme.sk/obec/hornezahorany"
"hzhornezelenice@gmail.com","Hornezelenice","","https://www.taxinearme.sk/obec/hornezelenice"
"obechornybadin@gmail.com","Hornybadin","","https://www.taxinearme.sk/obec/hornybadin"
"info@hornybar.sk","Hornybar","","https://www.taxinearme.sk/obec/hornybar"
"info@hornyhricov.sk","Hornyhricov","","https://www.taxinearme.sk/obec/hornyhricov"
"obechornykalnik@gmail.com","Hornykalnik","","https://www.taxinearme.sk/obec/hornykalnik"
"info@lieskov.sk","Hornylieskov","","https://www.taxinearme.sk/obec/hornylieskov"
"obechpial@gmail.com","Hornypial","","https://www.taxinearme.sk/obec/hornypial"
"htisovnik@podpolanou.sk","Hornytisovnik","","https://www.taxinearme.sk/obec/hornytisovnik"
"urad@hornyvadicov.sk","Hornyvadicov","","https://www.taxinearme.sk/obec/hornyvadicov"
"obec@obechorovce.sk","Horovce","Púchov","https://www.taxinearme.sk/obec/horovce-puchov"
"ocuhorovce@horovce.sk","Horovce puchov","","https://www.taxinearme.sk/obec/horovce-puchov"
"urad@hoste-obec.sk","Hoste","Galanta","https://www.taxinearme.sk/obec/hoste"
"info@hostice.sk","Hostice","Rimavská Sobota","https://www.taxinearme.sk/obec/hostice"
"obecnyurad@hostie.sk","Hostie","Zlaté Moravce","https://www.taxinearme.sk/obec/hostie"
"ocu.hostisovce@azet.sk","Hostisovce","","https://www.taxinearme.sk/obec/hostisovce"
"obec@hostova.sk","Hostova","","https://www.taxinearme.sk/obec/hostova"
"obechostovce@freemail.hu","Hostovce","","https://www.taxinearme.sk/obec/hostovce"
"hostovce@outlook.sk","Hostovce zlatemoravce","","https://www.taxinearme.sk/obec/hostovce-zlatemoravce"
"sekretariat@hostovice.sk","Hostovice","Snina","https://www.taxinearme.sk/obec/hostovice"
"hozelec.obec@gmail.com","Hozelec","Poprad","https://www.taxinearme.sk/obec/hozelec"
"obec@hrabicov.sk","Hrabicov","","https://www.taxinearme.sk/obec/hrabicov"
"hrabkov@hrabkov.sk","Hrabkov","Prešov","https://www.taxinearme.sk/obec/hrabkov"
"labanicova@centrum.sk","Hrabovaroztoka","","https://www.taxinearme.sk/obec/hrabovaroztoka"
"info@hrabovcik.sk","Hrabovcik","","https://www.taxinearme.sk/obec/hrabovcik"
"podatelna@obechrabovec.sk","Hrabovec","Bardejov","https://www.taxinearme.sk/obec/hrabovec"
"obechrabovec@gmail.com","Hrabovecnadlaborcom","","https://www.taxinearme.sk/obec/hrabovecnadlaborcom"
"obec.hrabovka@atlas.sk","Hrabovka","Trenčín","https://www.taxinearme.sk/obec/hrabovka"
"obec.hrabske@centrum.sk","Hrabske","","https://www.taxinearme.sk/obec/hrabske"
"obec@hrabusice.sk","Hrabusice","","https://www.taxinearme.sk/obec/hrabusice"
"obechradisko@gmail.com","Hradisko","Kežmarok","https://www.taxinearme.sk/obec/hradisko"
"obec@hradiste.sk","Hradiste","","https://www.taxinearme.sk/obec/hradiste"
"podatelna@obec-hradiste.sk","Hradiste partizanske","","https://www.taxinearme.sk/obec/hradiste-partizanske"
"obec@hradistepodvratnom.sk","Hradistepodvratnom","","https://www.taxinearme.sk/obec/hradistepodvratnom"
"hradok@obechradok.sk","Hradok","","https://www.taxinearme.sk/obec/hradok"
"obecnyurad@hrachoviste.sk","Hrachoviste","","https://www.taxinearme.sk/obec/hrachoviste"
"starosta@obechrachovo.sk","Hrachovo","Rimavská Sobota","https://www.taxinearme.sk/obec/hrachovo"
"sekretariat@hran.sk","Hran","","https://www.taxinearme.sk/obec/hran"
"miroslav.pokrivcak@hranicne.sk","Hranicne","","https://www.taxinearme.sk/obec/hranicne"
"starosta@hranovnica.sk","Hranovnica","Poprad","https://www.taxinearme.sk/obec/hranovnica"
"obec.hrasne@gmail.com","Hrasne","","https://www.taxinearme.sk/obec/hrasne"
"obechrasovik@netkosice.sk","Hrasovik","","https://www.taxinearme.sk/obec/hrasovik"
"ou.hrcel@trenet.sk","Hrcel","","https://www.taxinearme.sk/obec/hrcel"
"hrhov@hrhov.sk","Hrhov","Rožňava","https://www.taxinearme.sk/obec/hrhov"
"starostahriadky@centrum.sk","Hriadky","Trebišov","https://www.taxinearme.sk/obec/hriadky"
"info@hricovskepodhradie.sk","Hricovskepodhradie","","https://www.taxinearme.sk/obec/hricovskepodhradie"
"mestskyurad@hrinova.sk","Hrinova","","https://www.taxinearme.sk/obec/hrinova"
"hrisovce@hrisovce.sk","Hrisovce","","https://www.taxinearme.sk/obec/hrisovce"
"info@hrkovce.sk","Hrkovce","Levice","https://www.taxinearme.sk/obec/hrkovce"
"obechrlica@centrum.sk","Hrlica","Revúca","https://www.taxinearme.sk/obec/hrlica"
"sekretariat@hrnciarovce.sk","Hrnciarovcenadparnou","","https://www.taxinearme.sk/obec/hrnciarovcenadparnou"
"hrnciarskaves@gmail.com","Hrnciarskaves","","https://www.taxinearme.sk/obec/hrnciarskaves"
"ou@hrnciarskezaluzany.sk","Hrnciarskezaluzany","","https://www.taxinearme.sk/obec/hrnciarskezaluzany"
"hrochot@hrochot.sk","Hrochot","","https://www.taxinearme.sk/obec/hrochot"
"sekretariat@hromos.sk","Hromos","","https://www.taxinearme.sk/obec/hromos"
"sekretariat@obechronec.sk","Hronec","Brezno","https://www.taxinearme.sk/obec/hronec"
"hronovce@nextra.sk","Hronovce","Levice","https://www.taxinearme.sk/obec/hronovce"
"obec@hronsek.sk","Hronsek","Banská Bystrica","https://www.taxinearme.sk/obec/hronsek"
"obechb@gmail.com","Hronskabreznica","","https://www.taxinearme.sk/obec/hronskabreznica"
"info@hronskadubrava.sk","Hronskadubrava","","https://www.taxinearme.sk/obec/hronskadubrava"
"info@hronskeklacany.sk","Hronskeklacany","","https://www.taxinearme.sk/obec/hronskeklacany"
"info@hronskekosihy.sk","Hronskekosihy","","https://www.taxinearme.sk/obec/hronskekosihy"
"info@obechronskybenadik.sk","Hronskybenadik","","https://www.taxinearme.sk/obec/hronskybenadik"
"obec@hrubaborsa.eu","Hrubaborsa","","https://www.taxinearme.sk/obec/hrubaborsa"
"obechrubonovo@hrubonovo.sk","Hrubonovo","","https://www.taxinearme.sk/obec/hrubonovo"
"ouhrubov@satlan.sk","Hrubov","Humenné","https://www.taxinearme.sk/obec/hrubov"
"ocu@hruby-sur.sk","Hrubysur","","https://www.taxinearme.sk/obec/hrubysur"
"starosta@hrusov.sk","Hrusov","","https://www.taxinearme.sk/obec/hrusov"
"info@obechrusov.sk","Hrusov kosice","","https://www.taxinearme.sk/obec/hrusov-kosice"
"hrusovany@hrusovany.sk","Hrusovany","","https://www.taxinearme.sk/obec/hrusovany"
"hrusovo.obec@azet.sk","Hrusovo","","https://www.taxinearme.sk/obec/hrusovo"
"ocuhrustin@orava.sk","Hrustin","","https://www.taxinearme.sk/obec/hrustin"
"hubice@hubice.sk","Hubice","Dunajská Streda","https://www.taxinearme.sk/obec/hubice"
"hubina@hubina.sk","Hubina","Piešťany","https://www.taxinearme.sk/obec/hubina"
"obec.hubosovce@slavconet.sk","Hubosovce","","https://www.taxinearme.sk/obec/hubosovce"
"urad@obechubova.sk","Hubova","","https://www.taxinearme.sk/obec/hubova"
"obec.hubovo@centrum.sk","Hubovo","Rimavská Sobota","https://www.taxinearme.sk/obec/hubovo"
"obechucin687@gmail.com","Hucin","","https://www.taxinearme.sk/obec/hucin"
"ou@hudcovce.sk","Hudcovce","Humenné","https://www.taxinearme.sk/obec/hudcovce"
"obechul@hul.sk","Hul","Nové Zámky","https://www.taxinearme.sk/obec/hul"
"msu@humenne.sk","Humenne","","https://www.taxinearme.sk/obec/humenne"
"huncovce@huncovce.sk","Huncovce","Kežmarok","https://www.taxinearme.sk/obec/huncovce"
"hunkovce@centrum.sk","Hunkovce","Svidník","https://www.taxinearme.sk/obec/hunkovce"
"hurbanova.ves@zoznam.sk","Hurbanovaves","","https://www.taxinearme.sk/obec/hurbanovaves"
"mesto.hurbanovo@hurbanovo.sk","Hurbanovo","Komárno","https://www.taxinearme.sk/obec/hurbanovo"
"obechusak@lekosonline.sk","Husak","","https://www.taxinearme.sk/obec/husak"
"obechusina@gmail.com","Husina","","https://www.taxinearme.sk/obec/husina"
"hutka@post.sk","Hutka","Bardejov","https://www.taxinearme.sk/obec/hutka"
"obec@huty.sk","Huty","Liptovský Mikuláš","https://www.taxinearme.sk/obec/huty"
"obecny@hviezdoslavov.sk","Hviezdoslavov","Dunajská Streda","https://www.taxinearme.sk/obec/hviezdoslavov"
"ou@hvozdnica.sk","Hvozdnica","Bytča","https://www.taxinearme.sk/obec/hvozdnica"
"hybe@hybe.sk","Hybe","Liptovský Mikuláš","https://www.taxinearme.sk/obec/hybe"
"hylov@centrum.sk","Hylov","","https://www.taxinearme.sk/obec/hylov"
"info@chanava-obec.sk","Chanava","Rimavská Sobota","https://www.taxinearme.sk/obec/chanava"
"chlaba@atlas.sk","Chlaba","","https://www.taxinearme.sk/obec/chlaba"
"info@chlebnice.sk","Chlebnice","Dolný Kubín","https://www.taxinearme.sk/obec/chlebnice"
"ouchlmec@minet.sk","Chlmec","Humenné","https://www.taxinearme.sk/obec/chlmec"
"obecchmelnica@slnet.sk","Chmelnica","","https://www.taxinearme.sk/obec/chmelnica"
"obec.chmelov@gmail.com","Chmelov","","https://www.taxinearme.sk/obec/chmelov"
"obec.chmelova@centrum.sk","Chmelova","","https://www.taxinearme.sk/obec/chmelova"
"obec.chmelovec@gmail.com","Chmelovec","","https://www.taxinearme.sk/obec/chmelovec"
"obec@obec-chminany.sk","Chminany","","https://www.taxinearme.sk/obec/chminany"
"obec@chminianska.sk","Chminianskanovaves","","https://www.taxinearme.sk/obec/chminianskanovaves"
"obec@chminianskejakubovany.sk","Chminianskejakubovany","","https://www.taxinearme.sk/obec/chminianskejakubovany"
"info@obecchoca.sk","Choca","","https://www.taxinearme.sk/obec/choca"
"obec@chocholna-velcice.sk","Chocholna velcice","","https://www.taxinearme.sk/obec/chocholna-velcice"
"ouchonkovce@minet.sk","Chonkovce","","https://www.taxinearme.sk/obec/chonkovce"
"starosta@chorvatskygrob.sk","Chorvatskygrob","","https://www.taxinearme.sk/obec/chorvatskygrob"
"obecchorvaty@centrum.sk","Chorvaty","","https://www.taxinearme.sk/obec/chorvaty"
"obec@chotca.sk","Chotca","","https://www.taxinearme.sk/obec/chotca"
"starosta@chotin.sk","Chotin","","https://www.taxinearme.sk/obec/chotin"
"starostka@chrabrany.dcom.sk","Chrabrany","Topoľčany","https://www.taxinearme.sk/obec/chrabrany"
"chramec@gemernet.sk","Chramec","","https://www.taxinearme.sk/obec/chramec"
"ocuchrast@chrastnadhornadom.sk","Chrastnadhornadom","","https://www.taxinearme.sk/obec/chrastnadhornadom"
"chrastince@gmail.com","Chrastince","Veľký Krtíš","https://www.taxinearme.sk/obec/chrastince"
"obecchrastne@netkosice.sk","Chrastne","","https://www.taxinearme.sk/obec/chrastne"
"chrenovec@slovanet.sk","Chrenovec brusno","","https://www.taxinearme.sk/obec/chrenovec-brusno"
"obec@chropov.sk","Chropov","Skalica","https://www.taxinearme.sk/obec/chropov"
"obecchrtany@post.sk","Chrtany","","https://www.taxinearme.sk/obec/chrtany"
"chtelnica@chtelnica.sk","Chtelnica","Piešťany","https://www.taxinearme.sk/obec/chtelnica"
"info@chlehota.sk","Chudalehota","","https://www.taxinearme.sk/obec/chudalehota"
"obecny-urad@obec-chvalova.sk","Chvalova","","https://www.taxinearme.sk/obec/chvalova"
"obec@chvojnica.sk","Chvojnica","Myjava","https://www.taxinearme.sk/obec/chvojnica-myjava"
"branislav.dobrotka@chvojnica-pd.dcom.sk","Chvojnica prievidza","","https://www.taxinearme.sk/obec/chvojnica-prievidza"
"info@chynorany.sk","Chynorany","Partizánske","https://www.taxinearme.sk/obec/chynorany"
"starosta@obecchyzne.sk","Chyzne","","https://www.taxinearme.sk/obec/chyzne"
"starosta.igram@gmail.com","Igram","Senec","https://www.taxinearme.sk/obec/igram"
"ocuihlany@gmail.com","Ihlany","","https://www.taxinearme.sk/obec/ihlany"
"obec@ihrac.sk","Ihrac","","https://www.taxinearme.sk/obec/ihrac"
"primator@ilava.sk","Ilava","Ilava","https://www.taxinearme.sk/obec/ilava"
"podatelna@iliasovce.sk","Iliasovce","","https://www.taxinearme.sk/obec/iliasovce"
"info@obecilija.sk","Ilija","Banská Štiavnica","https://www.taxinearme.sk/obec/ilija"
"starosta@obecimel.sk","Imel","","https://www.taxinearme.sk/obec/imel"
"obecina27@gmail.com","Ina","","https://www.taxinearme.sk/obec/ina"
"obecinacovce@lekosonline.sk","Inacovce","","https://www.taxinearme.sk/obec/inacovce"
"inovce@inovce.sk.","Inovce","Sobrance","https://www.taxinearme.sk/obec/inovce"
"ipelpred@gmail.com","Ipelskepredmostie","","https://www.taxinearme.sk/obec/ipelskepredmostie"
"ipulany@gmail.com","Ipelskeulany","","https://www.taxinearme.sk/obec/ipelskeulany"
"obecsokolec@gmail.com","Ipelskysokolec","","https://www.taxinearme.sk/obec/ipelskysokolec"
"info@istebne.sk","Istebne","","https://www.taxinearme.sk/obec/istebne"
"ou@ivachnova.sk","Ivachnova","","https://www.taxinearme.sk/obec/ivachnova"
"obec.ivanice@ivanice.sk","Ivanice","Rimavská Sobota","https://www.taxinearme.sk/obec/ivanice"
"starosta@ivankapridunaji.sk","Ivankapridunaji","","https://www.taxinearme.sk/obec/ivankapridunaji"
"obec@ivankaprinitre.sk","Ivankaprinitre","","https://www.taxinearme.sk/obec/ivankaprinitre"
"obec@ivanovce.sk","Ivanovce","Trenčín","https://www.taxinearme.sk/obec/ivanovce"
"obeciza@iza.sk","Iza","","https://www.taxinearme.sk/obec/iza"
"ocu.izipovce@gmail.com","Izipovce","","https://www.taxinearme.sk/obec/izipovce"
"ocu.izkovce@centrum.sk","Izkovce","","https://www.taxinearme.sk/obec/izkovce"
"v.koscelnikstarosta@gmail.com","Jablon","","https://www.taxinearme.sk/obec/jablon"
"starosta@jablonec.sk","Jablonec","Pezinok","https://www.taxinearme.sk/obec/jablonec"
"obec@jablonica.net","Jablonica","Senica","https://www.taxinearme.sk/obec/jablonica"
"info@jablonka.sk","Jablonka","Myjava","https://www.taxinearme.sk/obec/jablonka"
"obecjablonov@slovanet.sk","Jablonov","Levoča","https://www.taxinearme.sk/obec/jablonov"
"jablonovnt@jablonovnt.sk","Jablonovnadturnou","","https://www.taxinearme.sk/obec/jablonovnadturnou"
"obecjablonovce@gmail.sk","Jablonovce","","https://www.taxinearme.sk/obec/jablonovce"
"starosta@obecjablonove.sk","Jablonove","","https://www.taxinearme.sk/obec/jablonove"
"jablonove@jablonove.sk","Jablonove bytca","","https://www.taxinearme.sk/obec/jablonove-bytca"
"starostaobce@obecjacovce.sk","Jacovce","Topoľčany","https://www.taxinearme.sk/obec/jacovce"
"sekretariat@obecjahodna.sk","Jahodna","","https://www.taxinearme.sk/obec/jahodna"
"starosta@jaklovce.sk","Jaklovce","Gelnica","https://www.taxinearme.sk/obec/jaklovce"
"eva.karaskova@jakovany.dcom.sk","Jakovany","Sabinov","https://www.taxinearme.sk/obec/jakovany"
"jakubany@jakubany.sk","Jakubany","Stará Ľubovňa","https://www.taxinearme.sk/obec/jakubany"
"starosta@jakubov.sk","Jakubov","Malacky","https://www.taxinearme.sk/obec/jakubov"
"obec@jakubovavola.sk","Jakubovavola","","https://www.taxinearme.sk/obec/jakubovavola"
"starosta@obecjakubovany.sk","Jakubovany sabinov","","https://www.taxinearme.sk/obec/jakubovany-sabinov"
"obec@jakubovany.sk","Jakubovany","Liptovský Mikuláš","https://www.taxinearme.sk/obec/jakubovany-liptovsky-mikulas"
"jakusovce@centrum.sk","Jakusovce","","https://www.taxinearme.sk/obec/jakusovce"
"obecjalova@gmail.com","Jalova","","https://www.taxinearme.sk/obec/jalova"
"obec.jalovec@jalovec.eu","Jablovec","","https://www.taxinearme.sk/obec/jablovec"
"oujalovec@alconet.sk","Jalovec","Prievidza","https://www.taxinearme.sk/obec/jalovec-prievidza"
"monika.murinova@jalsove.dcom.sk","Jalsove","","https://www.taxinearme.sk/obec/jalsove"
"obecjalsovik@gmail.com","Jalsovik","","https://www.taxinearme.sk/obec/jalsovik"
"obec@jamnik-spis.sk","Jamnik kosice","","https://www.taxinearme.sk/obec/jamnik-kosice"
"starosta@jamnik.sk","Jamnik zilinskykraj","","https://www.taxinearme.sk/obec/jamnik-zilinskykraj"
"obec.janice@gemernet.sk","Janice","Rimavská Sobota","https://www.taxinearme.sk/obec/janice"
"info@obecjanik.sk","Janik","","https://www.taxinearme.sk/obec/janik"
"obec@janiky.sk","Janiky","","https://www.taxinearme.sk/obec/janiky"
"obecjankovce@gmail.com","Jankovce","Humenné","https://www.taxinearme.sk/obec/jankovce"
"janov@onlinenet.sk","Janov","Prešov","https://www.taxinearme.sk/obec/janov"
"janovalehota@janovalehota.sk","Janovalehota","","https://www.taxinearme.sk/obec/janovalehota"
"janovce1@wmx.sk","Janovce bardejov","","https://www.taxinearme.sk/obec/janovce-bardejov"
"janovce@obec-janovce.sk","Janovcepp","","https://www.taxinearme.sk/obec/janovcepp"
"obecjanovce@gmail.com","Janovce","Bardejov","https://www.taxinearme.sk/obec/janovce-bardejov"
"obecjanovik@post.sk","Janovik","","https://www.taxinearme.sk/obec/janovik"
"obecnyurad@jaraba.sk","Jaraba","","https://www.taxinearme.sk/obec/jaraba"
"info@obecjarabina.sk","Jarabina","Stará Ľubovňa","https://www.taxinearme.sk/obec/jarabina"
"ocujarok@jarok.sk","Jarok","Nitra","https://www.taxinearme.sk/obec/jarok"
"jarovnice@jarovnice.sk","Jarovnice","Sabinov","https://www.taxinearme.sk/obec/jarovnice"
"obec@jasenica.sk","Jasenica","Považská Bystrica","https://www.taxinearme.sk/obec/jasenica"
"obec@jasenie.sk","Jasenie","Brezno","https://www.taxinearme.sk/obec/jasenie"
"jasenov1@post.sk","Jasenov kosice","","https://www.taxinearme.sk/obec/jasenov-kosice"
"starosta@jasenov.sk","Jasenov","Humenné","https://www.taxinearme.sk/obec/jasenov-humenne"
"info@jasenova.sk","Jasenova","","https://www.taxinearme.sk/obec/jasenova"
"obec@jasenovce.sk","Jasenovce","Vranov nad Topľou","https://www.taxinearme.sk/obec/jasenovce"
"obecjasenove@rajec.net","Jasenove","","https://www.taxinearme.sk/obec/jasenove"
"podatelna@jasenovo.sk","Jasenovo","Turčianske Teplice","https://www.taxinearme.sk/obec/jasenovo"
"obec@jaslovskebohunice.sk","Jaslovskebohunice","","https://www.taxinearme.sk/obec/jaslovskebohunice"
"info@jasov.sk","Jasov","Košice-okolie","https://www.taxinearme.sk/obec/jasov"
"obecjasova@panelnet.sk","Jasova","","https://www.taxinearme.sk/obec/jasova"
"info@jastraba.eu","Jastraba","","https://www.taxinearme.sk/obec/jastraba"
"obec@jastrabie.sk","Jastrabienadtoplou","","https://www.taxinearme.sk/obec/jastrabienadtoplou"
"obecjastrabie@gmail.com","Jastrabieprimichalovciach","","https://www.taxinearme.sk/obec/jastrabieprimichalovciach"
"obecjatov@gmail.com","Jatov","Nové Zámky","https://www.taxinearme.sk/obec/jatov"
"jazernica@gaya.sk","Jazernica","Turčianske Teplice","https://www.taxinearme.sk/obec/jazernica"
"obec.jedlinka@gmail.com","Jedlinka","Bardejov","https://www.taxinearme.sk/obec/jedlinka"
"obec@jedlovekostolany.sk","Jedlovekostolany","","https://www.taxinearme.sk/obec/jedlovekostolany"
"obec.jelenec@jelenec.sk","Jelenec","Nitra","https://www.taxinearme.sk/obec/jelenec"
"obec@jelka.sk","Jelka","Galanta","https://www.taxinearme.sk/obec/jelka"
"primator@jelsava.sk","Jelsava","","https://www.taxinearme.sk/obec/jelsava"
"info@jelsovce.sk","Jelsovce","","https://www.taxinearme.sk/obec/jelsovce"
"info@jelsovec.sk","Jelsovec","","https://www.taxinearme.sk/obec/jelsovec"
"obecjenkovce@lekosonline.sk","Jenkovce","Sobrance","https://www.taxinearme.sk/obec/jenkovce"
"obec@jesenske.sk","Jesenske","","https://www.taxinearme.sk/obec/jesenske"
"starostkaobecjesenske@gmail.com","Jesenske levice","","https://www.taxinearme.sk/obec/jesenske-levice"
"obecjestice@gmail.com","Jestice","Rimavská Sobota","https://www.taxinearme.sk/obec/jestice"
"ou@jeskovaves.sk","Jeskovaves","","https://www.taxinearme.sk/obec/jeskovaves"
"obec@jezersko.sk","Jezersko","Kežmarok","https://www.taxinearme.sk/obec/jezersko"
"obecjovice@veganet.sk","Jovice","Rožňava","https://www.taxinearme.sk/obec/jovice"
"jovsa@jovsa.sk","Jovsa","Michalovce","https://www.taxinearme.sk/obec/jovsa"
"obec.jur@gmail.com","Jurnadhronom","","https://www.taxinearme.sk/obec/jurnadhronom"
"jurkovavola@zmail.sk","Jurkovavola","","https://www.taxinearme.sk/obec/jurkovavola"
"obec@jurova.sk","Jurova","","https://www.taxinearme.sk/obec/jurova"
"info@obecjurske.sk","Jurske","","https://www.taxinearme.sk/obec/jurske"
"ocujuskovavola@gmail.com","Juskovavola","","https://www.taxinearme.sk/obec/juskovavola"
"ocu.kacanov@minet.sk","Kacanov","","https://www.taxinearme.sk/obec/kacanov"
"kajal@kajal.sk","Kajal","Galanta","https://www.taxinearme.sk/obec/kajal"
"info@kalamenova.sk","Kalamenova","","https://www.taxinearme.sk/obec/kalamenova"
"zastupitelstvo@kalameny.sk","Kalameny","Ružomberok","https://www.taxinearme.sk/obec/kalameny"
"obec@kalava.sk","Kalava","","https://www.taxinearme.sk/obec/kalava"
"obeckalinkovo@obeckalinkovo.sk","Kalinkovo","Senec","https://www.taxinearme.sk/obec/kalinkovo"
"obec_kalinov@orangemail.sk","Kalinov","Medzilaborce","https://www.taxinearme.sk/obec/kalinov"
"obec@kalinovo.sk","Kalinovo","Poltár","https://www.taxinearme.sk/obec/kalinovo"
"obec@kalna.eu","Kalnanadhronom","","https://www.taxinearme.sk/obec/kalnanadhronom"
"kalnaroztoka@lekosonline.sk","Kalnaroztoka","","https://www.taxinearme.sk/obec/kalnaroztoka"
"ocu@kalnica.sk","Kalnica","","https://www.taxinearme.sk/obec/kalnica"
"kalniste@centrum.sk","Kalniste","","https://www.taxinearme.sk/obec/kalniste"
"obeckalonda@gmail.com","Kalonda","Lučenec","https://www.taxinearme.sk/obec/kalonda"
"info@obeckalosa.sk","Kalosa","","https://www.taxinearme.sk/obec/kalosa"
"ocukalsa@kalsa.eu","Kalsa","","https://www.taxinearme.sk/obec/kalsa"
"urad@kaluza.sk","Kaluza","","https://www.taxinearme.sk/obec/kaluza"
"obeckamanova@obeckamanova.sk","Kamanova","","https://www.taxinearme.sk/obec/kamanova"
"obeckamenany1@gmail.com","Kamenany","","https://www.taxinearme.sk/obec/kamenany"
"starosta@kamenec.sk","Kamenecpodvtacnikom","","https://www.taxinearme.sk/obec/kamenecpodvtacnikom"
"kamenica@kamenica.sk","Kamenica","Sabinov","https://www.taxinearme.sk/obec/kamenica"
"obec@kamenicanadhronom.sk","Kamenicanadhronom","","https://www.taxinearme.sk/obec/kamenicanadhronom"
"obecnyurad@kamenicany.sk","Kamenicany","","https://www.taxinearme.sk/obec/kamenicany"
"starosta@kamenicna.eu","Kamenicna","","https://www.taxinearme.sk/obec/kamenicna"
"podatelna@kamenin.sk","Kamenin","","https://www.taxinearme.sk/obec/kamenin"
"starosta@kamennaporuba.sk","Kamennaporuba vranov","","https://www.taxinearme.sk/obec/kamennaporuba-vranov"
"obec@obeckamennaporuba.sk","Kamennaporuba","","https://www.taxinearme.sk/obec/kamennaporuba"
"obec@kamennekosihy.sk","Kamennekosihy","","https://www.taxinearme.sk/obec/kamennekosihy"
"starosta@kamenny-most.sk","Kamennymost","","https://www.taxinearme.sk/obec/kamennymost"
"info@kamienka.sk","Kamienka","Humenné","https://www.taxinearme.sk/obec/kamienka-humenne"
"obeckamienka@slnet.sk","Kamienka staralubovna","","https://www.taxinearme.sk/obec/kamienka-staralubovna"
"obec@kanianka.sk","Kanianka","Prievidza","https://www.taxinearme.sk/obec/kanianka"
"oukapince@wircom.sk","Kapince","Nitra","https://www.taxinearme.sk/obec/kapince"
"kapisova@kapisova.sk","Kapisova","","https://www.taxinearme.sk/obec/kapisova"
"starosta@kaplna.sk","Kaplna","Senec","https://www.taxinearme.sk/obec/kaplna"
"kapusany@kapusany.sk","Kapusany","","https://www.taxinearme.sk/obec/kapusany"
"obeck.klacany@gmail.com","Kapusianskeklacany","","https://www.taxinearme.sk/obec/kapusianskeklacany"
"obeckarlova@zoznam.sk","Karlova","","https://www.taxinearme.sk/obec/karlova"
"info@karna.sk","Karna","","https://www.taxinearme.sk/obec/karna"
"ocu.kasov@gmail.com","Kasov","","https://www.taxinearme.sk/obec/kasov"
"obec@katlovce.sk","Katlovce","","https://www.taxinearme.sk/obec/katlovce"
"katov@katov.eu","Katov","","https://www.taxinearme.sk/obec/katov"
"podatelna@kazimir.sk","Kazimir","","https://www.taxinearme.sk/obec/kazimir"
"ou@obeckecerovce.sk","Kecerovce","Košice-okolie","https://www.taxinearme.sk/obec/kecerovce"
"obec@kecerovskylipovec.sk","Kecerovskylipovec","","https://www.taxinearme.sk/obec/kecerovskylipovec"
"obec.keckovce@gmail.com","Keckovce","","https://www.taxinearme.sk/obec/keckovce"
"kecovo.obec@gmail.com","Kecovo","","https://www.taxinearme.sk/obec/kecovo"
"starosta@kechnec.sk","Kechnec","Košice-okolie","https://www.taxinearme.sk/obec/kechnec"
"obeckendice@gmail.com","Kendice","Prešov","https://www.taxinearme.sk/obec/kendice"
"obeckesovce@gmail.com","Kesovce","Rimavská Sobota","https://www.taxinearme.sk/obec/kesovce"
"info@ket.sk","Ket","","https://www.taxinearme.sk/obec/ket"
"info@kezmarok.sk","Kezmarok","","https://www.taxinearme.sk/obec/kezmarok"
"obec.kiarov@slovanet.sk","Kiarov","Veľký Krtíš","https://www.taxinearme.sk/obec/kiarov"
"podatelna@obec-klacany.sk","Klacany","","https://www.taxinearme.sk/obec/klacany"
"ocuklace@rajec.net","Klace","","https://www.taxinearme.sk/obec/klace"
"klacno@prievidzanet.sk","Klacno","","https://www.taxinearme.sk/obec/klacno"
"kladzany@kladzany.sk","Kladzany","Vranov nad Topľou","https://www.taxinearme.sk/obec/kladzany"
"obec@klak.sk","Klak","","https://www.taxinearme.sk/obec/klak"
"starosta@klasov.sk","Klasov","Nitra","https://www.taxinearme.sk/obec/klasov"
"obecklastor@obecklastor.sk","Klastorpodznievom","","https://www.taxinearme.sk/obec/klastorpodznievom"
"info@klatovanovaves.sk","Klatovanovaves","","https://www.taxinearme.sk/obec/klatovanovaves"
